,Functional grp name,SMARTS,Smiles
1556,Unsaturated four-membered heterocycles with two heteroatoms (LS),"[$([!#6!#1]1=[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]=[#6]~1),$([!#6!#1]1=[#6]~[!#6!#1]~[#6]~1)]",*
1557,Four-membered heterocycles with three heteroatoms (LS),[!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~1,*1~*~C~*~1
1558,Saturated four-membered heterocycles with three heteroatoms (LS),[!#6!#1]1-[!#6!#1]-[!#6!#1]-[#6]-1,*1*C*1
1559,Unsaturated four-membered heterocycles with three heteroatoms (LS),"[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]=[#6]~1)]",*
1560,Four-membered heterocycles with four heteroatoms (LS),[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~1,*1~*~*~*~1
1561,Saturated four-membered heterocycles with four heteroatoms (LS),[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-1,*1***1
1562,Unsaturated four-membered heterocycles with four heteroatoms (LS),[!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~1,*1~*~*=*~1
1563,Four-membered heterocycles (HS),[!#6!#1;R1]1~[*R1]~[*R1]~[*R1]~1,*1~*~*~*~1
1564,Four-membered heterocycles with one heteroatom (HS),[!#6!#1;R1]1~[#6R1]~[#6R1]~[#6R1]~1,*1~C~C~C~1
1565,Saturated four-membered heterocycles with one heteroatom (HS),[!#6!#1;R1]1-[#6R1]-[#6R1]-[#6R1]-1,*1CCC1
1566,Azetidines (HS),[#7R1]1-[#6R1]-[#6R1]-[#6R1]-1,C1CNC1
1567,Oxetanes (HS),[#8R1]1-[#6R1]-[#6R1]-[#6R1]-1,C1COC1
1568,Thietanes (HS),[#16X2R1]1-[#6R1]-[#6R1]-[#6R1]-1,C1CSC1
1569,Unsaturated four-membered heterocycles with one heteroatom (HS),"[$([!#6!#1;R1]1=[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]=[#6R1]~[#6R1]~1)]",*
1570,Azetines (HS),"[$([#7R1]1=[#6R1]-[#6R1]-[#6R1]-1),$([#7R1]1-[#6R1]=[#6R1]-[#6R1]-1)]",*
1571,1-Azetines (HS),[#7R1]1=[#6R1]-[#6R1]-[#6R1]-1,C1=NCC1
1572,2-Azetines (HS),[#7R1]1-[#6R1]=[#6R1]-[#6R1]-1,C1=CNC1
1573,Azetes (HS),[#7R1]1=[#6R1][#6R1]=[#6R1]1,C1=CN=C1
1574,Oxetenes (HS),[#8R1]1[#6R1]=[#6R1][#6R1]1,C1C=CO1
1575,Thietenes (HS),[#16X2R1]1[#6R1]=[#6R1][#6R1]1,C1C=CS1
1576,Four-membered heterocycles with two heteroatoms (HS),"[$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~1)]",*
1577,Saturated four-membered heterocycles with two heteroatoms (HS),"[$([!#6!#1;R1]1-[!#6!#1;R1]-[#6R1]-[#6R1]-1),$([!#6!#1;R1]1-[#6R1]-[!#6!#1;R1]-[#6R1]-1)]",*
1578,Diazetidines (HS),"[$([NR1]1[CR1][CR1][NR1]1),$([NR1]1[CR1][NR1][CR1]1)]",*
1579,"1,2-Diazetidines (HS)",[NR1]1[CR1][CR1][NR1]1,C1CNN1
1580,"1,3-Diazetidines (HS)",[NR1]1[CR1][NR1][CR1]1,C1NCN1
1581,Dioxetanes (HS),"[$([OR1]1[OR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1]1)]",*
1582,"1,2-Dioxetanes (HS)",[OR1]1[OR1][CR1][CR1]1,C1COO1
1583,"1,3-Dioxetanes (HS)",[OR1]1[CR1][OR1][CR1]1,C1OCO1
1584,Dithietanes (HS),"[$([SX2R1]1[SX2R1][CR1][CR1]1),$([SX2R1]1[CR1][SX2R1][CR1]1)]",*
1585,"1,2-Dithietanes (HS)",[SX2R1]1[SX2R1][CR1][CR1]1,C1CSS1
1586,"1,3-Dithietanes (HS)",[SX2R1]1[CR1][SX2R1][CR1]1,C1SCS1
1587,Unsaturated four-membered heterocycles with two heteroatoms (HS),"[$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[#6R1]~[!#6!#1;R1]~[#6R1]~1)]",*
1588,Diazetines (HS),"[$([#7]1=,:[#7]-,:[#6]-,=,:[#6]-,:1),$([#7]1-,:[#7]=,:[#6]-,:[#6]-,=,:1),$([#7]1-,:[#7]-,:[#6]=,:[#6]-,=,:1),$([#7]1=,:[#6]-,:[#7]-,=,:[#6]-,:1)]",*
1589,Dioxetenes (HS),"[#8R1]1-,:[#8R1]-,:[#6R1]=,:[#6R1]-,:1",C1=COO1
1590,Dithietenes (HS),"[#16R1]1-,:[#16R1]-,:[#6R1]=,:[#6R1]-,:1",C1=CSS1
1591,Four-membered heterocycles with one heteroatom (LS),[!#6!#1]1~[#6]~[#6]~[#6]~1,*1~C~C~C~1
1592,Saturated four-membered heterocycles with one heteroatom (LS),[!#6!#1]1-[#6]-[#6]-[#6]-1,*1CCC1
1593,Unsaturated four-membered heterocycles with one heteroatom (LS),"[$([!#6!#1]1=[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]=[#6]~[#6]~1)]",*
1594,Diazirenes (HS),"[$([#7R1]1-[#7R1]=[#6R1]-1),$([#7R1]1=[#7R1]-[#6R1]-1)]",*
1595,Four-membered heterocycles (LS),[!#6!#1]1~*~*~*~1,*1~*~*~*~1
1596,Five-membered heterocycles (LS),[!#6!#1]1~*~*~*~*~1,*1~*~*~*~*~1
1597,Five-membered heterocycles with one heteroatom (LS),[!#6!#1]1~[#6]~[#6]~[#6]~[#6]~1,*1~C~C~C~C~1
1598,Saturated five-membered heterocycles with one heteroatom (LS),[!#6!#1]1CCCC1,*1CCCC1
1599,Unsaturated five-membered heterocycles with one heteroatom (LS),"[$([!#6!#1]1=CCCC1),$([!#6!#1]1C=CCC1),$([!#6!#1]1CC=CC1),$([!#6!#1]1=CC=CC1);!$(n1cccc1)]",*
1600,Aromatic five-membered heterocycles with one heteroatom (LS),[a!#6]1cccc1,*1cccc1
1601,Five-membered heterocycles with two heteroatoms (LS),"[$([!#6!#1]1~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[#6]~1)]",*
1602,Saturated five-membered heterocycles with two heteroatoms (LS),"[$([!#6!#1]1[!#6!#1]CCC1),$([!#6!#1]1C[!#6!#1]CC1)]",*
1603,Unsaturated five-membered heterocycles with two heteroatoms (LS),"[$([!#6!#1]1=[!#6!#1]C-,=CC1),$([!#6!#1]1[!#6!#1]=CCC1),$([!#6!#1]1[!#6!#1]C=CC1),$([!#6!#1]1=C[!#6!#1]-,=CC1),$([!#6!#1]1C[!#6!#1]CC=1),$([!#6!#1]1C[!#6!#1]C=C1)]",*
1604,Aromatic five-membered heterocycles with two heteroatoms (LS),"[$([a!#6]1[a!#6]ccc1),$([a!#6]1c[a!#6]cc1)]",*
1605,Five-membered heterocycles with three heteroatoms (LS),"[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1)]",*
1606,Saturated five-membered heterocycles with three heteroatoms (LS),"[$([!#6!#1]1[!#6!#1][!#6!#1]CC1),$([!#6!#1]1[!#6!#1]C[!#6!#1]C1)]",*
1607,Aromatic five-membered heterocycles with three heteroatoms (LS),"[$([a!#6]1[a!#6][a!#6]cc1),$([a!#6]1[a!#6]c[a!#6]c1)]",*
1608,Five-membered heterocycles with four heteroatoms (LS),[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1,*1~*~*~C~*~1
1609,Saturated five-membered heterocycles with four heteroatoms (LS),[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]C1,*1**C*1
1610,Unsaturated five-membered heterocycles with four heteroatoms (LS),"[$([!#6!#1]1=[!#6!#1][!#6!#1]-,=[!#6!#1][#6]1),$([!#6!#1]1[!#6!#1]=[!#6!#1][!#6!#1][#6]1),$([!#6!#1]1[!#6!#1][!#6!#1][!#6!#1][#6]=1)]",*
1611,Aromatic five-membered heterocycles with four heteroatoms (LS),[a!#6]1[a!#6][a!#6][a!#6]c1,*1:*:*c*:1
1612,Five-membered heterocycles with five heteroatoms (LS),[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~1,*1~*~*~*~*~1
1613,Saturated five-membered heterocycles with five heteroatoms (LS),[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-1,*1****1
1614,Unsaturated five-membered heterocycles with five heteroatoms (LS),[!#6!#1]1=[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-1,*1**=**1
1615,Aromatic five-membered heterocycles with five heteroatoms (LS),[a!#6]1[a!#6][a!#6][a!#6][a!#6]1,*1:*:*:*:*:1
1616,Five-membered heterocycles (HS),[!#6!#1;R1]1~[*R1]~[*R1]~[*R1]~[*R1]~1,*1~*~*~*~*~1
1617,Five-membered heterocycles with one heteroatom (HS),[!#6!#1;R1]1~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1,*1~C~C~C~C~1
1618,Saturated five-membered heterocycles with one heteroatom (HS),[!#6!#1;R1]1[CR1][CR1][CR1][CR1]1,*1CCCC1
1619,Pyrrolidines (HS),[NR1]1[CR1][CR1][CR1][CR1]1,C1CCNC1
1620,Tetrahydrofurans (HS),[OR1]1[CR1][CR1][CR1][CR1]1,C1CCOC1
1621,Tetrahydrothiophenes (HS),[SR1]1[CR1][CR1][CR1][CR1]1,C1CCSC1
1622,Unsaturated five-membered heterocycles with one heteroatom (HS),"[$([!#6!#1;R1]1=[CR1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1]=[CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][CR1]=[CR1][CR1]1),$([!#6!#1;R1]1=[CR1][CR1]=[CR1][CR1]1);!$(n1cccc1)]",*
1623,Pyrrolines (HS),"[$([NR1]1=[CR1][CR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1]1),$([NR1]1[CR1][CR1]=[CR1][CR1]1)]",*
1624,1-Pyrrolines (HS),[NR1]1=[CR1][CR1][CR1][CR1]1,C1CC=NC1
1625,2-Pyrrolines (HS),[NR1]1[CR1]=[CR1][CR1][CR1]1,C1CNC=C1
1626,3-Pyrrolines (HS),[NR1]1[CR1][CR1]=[CR1][CR1]1,C1C=CCN1
1627,Dihydrofurans (HS),"[$([OR1]1[CR1]=[CR1][CR1][CR1]1),$([OR1]1[CR1][CR1]=[CR1][CR1]1)]",*
1628,"2,3-Dihydrofurans (HS)",[OR1]1[CR1]=[CR1][CR1][CR1]1,C1COC=C1
1629,"2,5-Dihydrofurans (HS)",[OR1]1[CR1][CR1]=[CR1][CR1]1,C1C=CCO1
1630,Dihydrothiophenes (HS),"[$([SR1]1[CR1]=[CR1][CR1][CR1]1),$([SR1]1[CR1][CR1]=[CR1][CR1]1)]",*
1631,"2,3-Dihydrothiophenes (HS)",[SR1]1[CR1]=[CR1][CR1][CR1]1,C1CSC=C1
1632,"2,5-Dihydrothiophenes (HS)",[SR1]1[CR1][CR1]=[CR1][CR1]1,C1C=CCS1
1633,Aromatic five-membered heterocycles with one heteroatom (HS),[a!#6;R1]1[cR1][cR1][cR1][cR1]1,*1cccc1
1634,Pyrroles (HS),[nR1]1[cR1][cR1][cR1][cR1]1,c1ccnc1
1635,Furans (HS),[oR1]1[cR1][cR1][cR1][cR1]1,c1ccoc1
1636,Thiophenes (HS),[sR1]1[cR1][cR1][cR1][cR1]1,c1ccsc1
1637,Indoles,[cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1][cR1][cR2]12,c1ccc2nccc2c1
1638,Benzofurans,[cR1]1[cR1][cR1][cR1][cR2]2[oR1][cR1][cR1][cR2]12,c1ccc2occc2c1
1639,Benzothiophenes,[cR1]1[cR1][cR1][cR1][cR2]2[sR1][cR1][cR1][cR2]12,c1ccc2sccc2c1
1640,Five-membered heterocycles with two heteroatoms (HS),"[$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1)]",*
1641,Saturated five-membered heterocycles with two heteroatoms (HS),"[$([!#6!#1;R1]1[!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][CR1]1)]",*
1642,Diazolidines (HS),"[$([NR1]1[NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1]1)]",*
1643,Pyrazolidines (HS),[NR1]1[NR1][CR1][CR1][CR1]1,C1CNNC1
1644,Imidazolidines (HS),[NR1]1[CR1][NR1][CR1][CR1]1,C1CNCN1
1645,Dioxolanes (HS),"[$([OR1]1[OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1]1)]",*
1646,"1,2-Dioxolanes (HS)",[OR1]1[OR1][CR1][CR1][CR1]1,C1COOC1
1647,"1,3-Dioxolanes (HS)",[OR1]1[CR1][OR1][CR1][CR1]1,C1COCO1
1648,Dithiolanes (HS),"[$([SR1]1[SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1]1)]",*
1649,"1,2-Dithiolanes (HS)",[SR1]1[SR1][CR1][CR1][CR1]1,C1CSSC1
1650,"1,3-Dithiolanes (HS)",[SR1]1[CR1][SR1][CR1][CR1]1,C1CSCS1
1651,Pyrazolines (HS),"[$([NR1]1=[NR1][CR1][CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1]1)]",*
1652,1-Pyrazolines (HS),[NR1]1=[NR1][CR1][CR1][CR1]1,C1CN=NC1
1653,2-Pyrazolines (HS),[NR1]1[NR1]=[CR1][CR1][CR1]1,C1CNN=C1
1654,Imidazolines (HS),"[$([NR1]1=[CR1][NR1][CR1][CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1]1),$([NR1]1[CR1][NR1][CR1]=[CR1]1)]",*
1655,2-Imidazolines (HS),[NR1]1=[CR1][NR1][CR1][CR1]1,C1CN=CN1
1656,3-Imidazolines (HS),[NR1]1[CR1][NR1]=[CR1][CR1]1,C1C=NCN1
1657,4-Imidazolines (HS),[NR1]1[CR1][NR1][CR1]=[CR1]1,C1NC=CN1
1658,Dioxolenes (HS),"[$([OR1]1[OR1][CR1]=[CR1][CR1]1),$([OR1]1[CR1][OR1][CR1]=[CR1]1)]",*
1659,"1,2-Dioxolenes (HS)",[OR1]1[OR1][CR1]=[CR1][CR1]1,C1C=COO1
1660,"1,3-Dioxolenes (HS)",[OR1]1[CR1][OR1][CR1]=[CR1]1,C1OC=CO1
1661,Dithiolenes (HS),"[$([SR1]1[SR1][CR1]=[CR1][CR1]1),$([SR1]1[CR1][SR1][CR1]=[CR1]1)]",*
1662,"1,2-Dithiolenes (HS)",[SR1]1[SR1][CR1]=[CR1][CR1]1,C1C=CSS1
1663,"1,3-Dithiolenes (HS)",[SR1]1[CR1][SR1][CR1]=[CR1]1,C1SC=CS1
1664,Aromatic five-membered heterocycles with two heteroatoms (HS),"[$([a!#6;R1]1[a!#6;R1][cR1][cR1][cR1]1),$([a!#6;R1]1[cR1][a!#6;R1][cR1][cR1]1)]",*
1665,Diazoles (HS),"[$([nR1]1[nR1][cR1][cR1][cR1]1),$([nR1]1[cR1][nR1][cR1][cR1]1)]",*
1666,Pyrazoles (HS),[nR1]1[nR1][cR1][cR1][cR1]1,c1cnnc1
1667,Imidazoles (HS),[nR1]1[cR1][nR1][cR1][cR1]1,c1cncn1
1668,Oxazoles (HS),"[$([oR1]1[nR1][cR1][cR1][cR1]1),$([oR1]1[cR1][nR1][cR1][cR1]1)]",*
1669,"1,2-Oxazoles (HS)",[oR1]1[nR1][cR1][cR1][cR1]1,c1cnoc1
1670,"1,3-Oxazoles (HS)",[oR1]1[cR1][nR1][cR1][cR1]1,c1cocn1
1671,Thiazoles (HS),"[$([sR1]1[nR1][cR1][cR1][cR1]1),$([sR1]1[cR1][nR1][cR1][cR1]1)]",*
1672,"1,2-Thiazoles (HS)",[sR1]1[nR1][cR1][cR1][cR1]1,c1cnsc1
1673,"1,3-Thiazoles (HS)",[sR1]1[cR1][nR1][cR1][cR1]1,c1cscn1
1674,Five-membered heterocycles with three heteroatoms (HS),"[$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1)]",*
1675,Saturated five-membered heterocycles with three heteroatoms (HS),"[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][CR1]1)]",*
1676,Triazolidines (HS),"[$([NR1]1[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1]1)]",*
1677,"1,2,3-Triazolidines (HS)",[NR1]1[NR1][NR1][CR1][CR1]1,C1CNNN1
1678,"1,2,4-Triazolidines (HS)",[NR1]1[NR1][CR1][NR1][CR1]1,C1NCNN1
1679,Trioxolanes (HS),"[$([OR1]1[OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1]1)]",*
1680,"1,2,3-Trioxolanes (HS)",[OR1]1[OR1][OR1][CR1][CR1]1,C1COOO1
1681,"1,2,4-Trioxolanes (HS)",[OR1]1[OR1][CR1][OR1][CR1]1,C1OCOO1
1682,Trithiolanes (HS),"[$([SR1]1[SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1]1)]",*
1683,"1,2,3-Trithiolanes (HS)",[SR1]1[SR1][SR1][CR1][CR1]1,C1CSSS1
1684,"1,2,4-Trithiolanes (HS)",[SR1]1[SR1][CR1][SR1][CR1]1,C1SCSS1
1685,"1,2,3-Triazolines (HS)","[$([NR1]1=[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][CR1]=[CR1]1)]",*
1686,"1,2,4-Triazolines (HS)","[$([NR1]1=[NR1][CR1][NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][CR1]1),$([NR1]1[NR1][CR1]=[NR1][CR1]1)]",*
1687,"1,2,3-Trioxoles (HS)",[OR1]1[OR1][OR1][CR1]=[CR1]1,C1=COOO1
1688,"1,2,3-Trithioles (HS)",[SR1]1[SR1][SR1][CR1]=[CR1]1,C1=CSSS1
1689,Aromatic five-membered heterocycles with three heteroatoms (HS),"[$([a!#6;R1]1[a!#6;R1][a!#6;R1][cR1][cR1]1),$([a!#6;R1]1[a!#6;R1][cR1][a!#6;R1][cR1]1)]",*
1690,Triazoles (HS),"[$([nR1]1[nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1]1)]",*
1691,"1,2,3-Triazoles (HS)",[nR1]1[nR1][nR1][cR1][cR1]1,c1cnnn1
1692,"1,2,4-Triazoles (HS)",[nR1]1[nR1][cR1][nR1][cR1]1,c1ncnn1
1693,Oxadiazoles (HS),"[$([oR1]1[nR1][nR1][cR1][cR1]1),$([oR1]1[nR1][cR1][nR1][cR1]1),$([oR1]1[nR1][cR1][cR1][nR1]1),$([oR1]1[cR1][nR1][nR1][cR1]1)]",*
1694,"1,2,3-Oxadiazoles (HS)",[oR1]1[nR1][nR1][cR1][cR1]1,c1conn1
1695,"1,2,4-Oxadiazoles (HS)",[oR1]1[nR1][cR1][nR1][cR1]1,c1ncon1
1696,"1,2,5-Oxadiazoles (furazanes) (HS)",[oR1]1[nR1][cR1][cR1][nR1]1,c1cnon1
1697,"1,3,4-Oxadiazoles (HS)",[oR1]1[cR1][nR1][nR1][cR1]1,c1nnco1
1698,Five-membered heterocycles with four heteroatoms (HS),[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1,*1~*~*~C~*~1
1699,Saturated five-membered heterocycles with four heteroatoms (HS),[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1][CR1]1,*1**C*1
1700,Tetrazolidines (HS),[NR1]1[NR1][NR1][NR1][CR1]1,C1NNNN1
1701,Tetraoxolanes (HS),[OR1]1[OR1][OR1][OR1][CR1]1,C1OOOO1
1702,Tetrathiolanes (HS),[SR1]1[SR1][SR1][SR1][CR1]1,C1SSSS1
1703,Unsaturated five-membered heterocycles with four heteroatoms (HS),"[$([!#6!#1;R1]1=[!#6!#1;R1][!#6!#1;R1]-,=[!#6!#1;R1][#6R1]1),$([!#6!#1;R1]1[!#6!#1;R1]=[!#6!#1;R1][!#6!#1;R1][#6R1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][!#6!#1;R1][#6R1]=1)]",*
1704,Aromatic five-membered heterocycles with four heteroatoms (HS),[a!#6;R1]1[a!#6;R1][a!#6;R1][a!#6;R1][cR1]1,*1:*:*c*:1
1705,Tetrazoles (HS),[nR1]1[nR1][nR1][nR1][cR1]1,c1nnnn1
1706,Oxatriazoles (HS),"[$([oR1]1[nR1][nR1][nR1][cR1]1),$([oR1]1[nR1][nR1][cR1][nR1]1)]",*
1707,"1,2,3,4-Oxatriazoles (HS)",[oR1]1[nR1][nR1][nR1][cR1]1,c1nnno1
1708,"1,2,3,5-Oxatriazoles (HS)",[oR1]1[nR1][nR1][cR1][nR1]1,c1nnon1
1709,Thiatriazoles (HS),"[$([sR1]1[nR1][nR1][nR1][cR1]1),$([sR1]1[nR1][nR1][cR1][nR1]1)]",*
1710,"1,2,3,4-Thiatriazoles (HS)",[sR1]1[nR1][nR1][nR1][cR1]1,c1nnns1
1711,"1,2,3,5-Thiatriazoles (HS)",[sR1]1[nR1][nR1][cR1][nR1]1,c1nnsn1
1712,Five-membered heterocycles with five heteroatoms (HS),[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1,*1~*~*~*~*~1
1713,Saturated five-membered heterocycles with five heteroatoms (HS),[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1,*1****1
1714,Pentazolidines (HS),[NR1]1[NR1][NR1][NR1][NR1]1,N1NNNN1
1715,Pentaoxolanes (HS),[OR1]1[OR1][OR1][OR1][OR1]1,O1OOOO1
1716,Pentathiolanes (HS),[SR1]1[SR1][SR1][SR1][SR1]1,S1SSSS1
1717,Unsaturated five-membered heterocycles with five heteroatoms (HS),[!#6!#1;R1]1=[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1,*1**=**1
1718,Aromatic five-membered heterocycles with five heteroatoms (HS),[a!#6;R1]1[a!#6;R1][a!#6;R1][a!#6;R1][a!#6;R1]1,*1:*:*:*:*:1
1719,Pentazoles,[nR1]1[nR1][nR1][nR1][nR1]1,n1nnnn1
1720,Six-membered heterocycles (LS),[!#6!#1]1~*~*~*~*~*~1,*1~*~*~*~*~*~1
1721,Six-membered heterocycles with one heteroatom (LS),[!#6!#1]1~[#6]~[#6]~[#6]~[#6]~[#6]~1,*1~C~C~C~C~C~1
1722,Saturated six-membered heterocycles with one heteroatom (LS),[!#6!#1]1CCCCC1,*1CCCCC1
1723,Unsaturated six-membered heterocycles with one heteroatom (LS),"[$([!#1!#6]1=C~C~C~C~C~1),$([!#1!#6]1~C=C~C~C~C~1),$([!#1!#6]1~C~C=C~C~C~1);!$([a!c]1ccccc1)]",*
1724,Aromatic six-membered heterocycles with one heteroatom (LS),[a!c]1ccccc1,*1ccccc1
1725,Six-membered heterocycles with two heteroatoms (LS),"[$([!#6!#1]1~[!#6!#1]~[#6]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[#6]~[!#6!#1]~[#6]~[#6]~1)]",*
1726,Saturated six-membered heterocycles with two heteroatoms (LS),"[$([!#6!#1]1[!#6!#1]CCCC1),$([!#6!#1]1C[!#6!#1]CCC1),$([!#6!#1]1CC[!#6!#1]CC1)]",*
1727,Aromatic six-membered heterocycles with two heteroatoms (LS),"[$([a!c]1[a!c]cccc1),$([a!c]1c[a!c]ccc1),$([a!c]1cc[a!c]cc1)]",*
1728,Six-membered heterocycles with three heteroatoms (LS),"[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1)]",*
1729,Saturated six-membered heterocycles with three heteroatoms (LS),"[$([!#6!#1]1[!#6!#1][!#6!#1]CCC1),$([!#6!#1]1[!#6!#1]C[!#6!#1]CC1),$([!#6!#1]1C[!#6!#1]C[!#6!#1]C1)]",*
1730,Aromatic six-membered heterocycles with three heteroatoms (LS),"[$([a!c]1[a!c][a!c]ccc1),$([a!c]1[a!c]c[a!c]cc1),$([a!c]1c[a!c]c[a!c]c1)]",*
1731,Six-membered heterocycles with four heteroatoms (LS),"[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]~1)]",*
1732,Saturated six-membered heterocycles with four heteroatoms (LS),"[$([!#6!#1]1[!#6!#1][!#6!#1][!#6!#1]CC1),$([!#6!#1]1[!#6!#1][!#6!#1]C[!#6!#1]C1),$([!#6!#1]1[!#6!#1]C[!#6!#1][!#6!#1]C1)]",*
1733,Aromatic six-membered heterocycles with four heteroatoms (LS),"[$([a!c]1[a!c][a!c][a!c]cc1),$([a!c]1[a!c][a!c]c[a!c]c1),$([a!c]1[a!c]c[a!c][a!c]c1)]",*
1734,Six-membered heterocycles with five heteroatoms (LS),[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1,*1~*~*~C~*~*~1
1735,Saturated six-membered heterocycles with five heteroatoms (LS),[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-C-1,*1**C**1
1736,Aromatic six-membered heterocycles with five heteroatoms (LS),[a!c]1[a!c][a!c][a!c][a!c]c1,*1:*:*c*:*:1
1737,Saturated six-membered heterocycles with six heteroatoms (LS),[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-1,*1*****1
1738,Unsaturated six-membered heterocycles with six heteroatoms (LS),[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~1);!$([a!c]1[a!c][a!c][a!c][a!c][a!c]1)],*
1739,Aromatic six-membered heterocycles with six heteroatoms (LS),[a!c]1[a!c][a!c][a!c][a!c][a!c]1,*1:*:*:*:*:*:1
